CONTROL,SMSA,AGE1,BEDRMS,BUILT,STATUS,TYPE,VALUE,VACANCY,TENURE,NUNITS,PER,ZINC2,ROOMS,ZADEQ,ZSMHC,METRO,WEIGHT,STRUCTURETYPE,OWNRENT,UTILITY,OTHERCOST,COST06,COST12,COST08,COSTMED,TOTSAL,ASSISTED,IPOV,LMED,L50,L80,FMR,GLMED,GL50,GL80,APLMED,ABL50,ABL80,ABLMED,BURDEN,INCRELAMIPCT,INCRELAMICAT,INCRELPOVPCT,INCRELPOVCAT,INCRELFMRPCT,INCRELFMRCAT,COST06RELAMIPCT,COST06RELAMICAT,COST06RELPOVPCT,COST06RELPOVCAT,COST06RELFMRPCT,COST06RELFMRCAT,COST08RELAMIPCT,COST08RELAMICAT,COST08RELPOVPCT,COST08RELPOVCAT,COST08RELFMRPCT,COST08RELFMRCAT,COST12RELAMIPCT,COST12RELAMICAT,COST12RELPOVPCT,COST12RELPOVCAT,COST12RELFMRPCT,COST12RELFMRCAT,COSTMedRELAMIPCT,COSTMedRELAMICAT,COSTMedRELPOVPCT,COSTMedRELPOVCAT,COSTMedRELFMRPCT,COSTMedRELFMRCAT,FMTZADEQ,FMTMETRO,FMTBUILT,FMTSTRUCTURETYPE,FMTBEDRMS,FMTOWNRENT,FMTCOST06RELPOVCAT,FMTCOST08RELPOVCAT,FMTCOST12RELPOVCAT,FMTCOSTMEDRELPOVCAT,FMTINCRELPOVCAT,FMTCOST06RELFMRCAT,FMTCOST08RELFMRCAT,FMTCOST12RELFMRCAT,FMTCOSTMEDRELFMRCAT,FMTINCRELFMRCAT,FMTCOST06RELAMICAT,FMTCOST08RELAMICAT,FMTCOST12RELAMICAT,FMTCOSTMEDRELAMICAT,FMTINCRELAMICAT,FMTASSISTED,FMTBURDEN,FMTSTATUS
'000000002481','7600',56,3,1980,'1',1,450000,-6,'1',1,2,248500,5,'1',3079,'7',664.56253137,1,'1',267,430,3687.6796269,5425.3810175,4231.2465242,3590.9084367,217000,-9,14366,84300,33720,51200,1395,94736.34,37894.536,57538.56,75789.072,49262.8968,74800.128,98525.7936,0.1486841046,327.88368223,7,1729.778644,4,445.34050179,3,149.71428261,7,1026.7797931,4,264.34979404,3,171.78228643,7,1178.1279477,4,303.31516303,3,220.26236255,7,1510.6170173,4,388.91620197,3,145.78551689,7,999.83528796,4,257.41279116,3,'1 Adequate','-5','1980-1989','1 Single Family','3 3BR','1 Owner','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','7 120% AMI +','7 120% AMI +','7 120% AMI +','7 120% AMI +','7 120% AMI +','.','1 Less than 30%','-5'
'000000002483','7600',41,3,1950,'1',1,330000,-6,'1',1,3,33201,7,'1',1482,'7',775.65838761,1,'1',252.16666667,58.333333333,2503.6650597,3777.9794129,2902.2807844,2432.6995203,1,-9,16781,84300,37935,57600,1395,94736.34,42631.353,64730.88,85262.706,49262.8968,74800.128,98525.7936,0.5356465167,38.939650825,2,197.84875752,3,59.5,2,101.64506037,6,596.78566467,4,179.47419783,3,117.82826317,6,691.80162909,4,208.04880175,3,153.38031899,7,900.53737271,4,270.82289698,3,98.763965511,5,579.86997682,4,174.38706238,3,'1 Adequate','-5','1940-1959','1 Single Family','3 3BR','1 Owner','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','3 150-200% Poverty','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','2 50.1 - 100% FMR','6 100 - 120% AMI','6 100 - 120% AMI','7 120% AMI +','5 80 - 100% AMI','2 30 - 50% AMI','.','3 Greater than 50%','-5'
'000000002485','7600',35,4,1960,'1',1,555000,-6,'1',1,2,65000,7,'1',2443,'7',704.75058827,1,'1',360,138.75,4187.2548731,6330.4199216,4857.6540465,4067.9037386,65000,-9,14366,84300,33720,51200,1704,94736.34,37894.536,57538.56,75789.072,54947.0772,83430.912,109894.1544,0.4510153846,85.76434344,5,452.45719059,4,95.363849765,2,152.41046791,7,1165.8791238,4,245.73091979,3,176.81209972,7,1352.5418478,4,285.07359428,3,230.41880457,7,1762.6117003,4,371.50351653,3,148.0662465,7,1132.6475675,4,238.72674522,3,'1 Adequate','-5','1960-1979','1 Single Family','4 4BR+','1 Owner','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','2 50.1 - 100% FMR','7 120% AMI +','7 120% AMI +','7 120% AMI +','7 120% AMI +','5 80 - 100% AMI','.','2 30% to 50%','-5'
'000000002486','7600',50,3,1950,'1',1,250000,-6,'1',1,2,33000,7,'1',767,'7',775.65838761,1,'1',351.83333333,62.5,2075.8220149,3041.2116764,2377.8036246,2022.0602426,10000,-9,14366,84300,33720,51200,1395,94736.34,37894.536,57538.56,75789.072,49262.8968,74800.128,98525.7936,0.2789090909,43.541897439,2,229.70903522,4,59.139784946,2,84.275272051,5,577.98190587,4,148.80444551,3,96.535274173,5,662.06421399,4,170.45187273,3,123.46864979,7,846.78036375,4,218.00800548,3,82.092624428,5,563.01273636,4,144.95055503,3,'1 Adequate','-5','1940-1959','1 Single Family','3 3BR','1 Owner','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','2 50.1 - 100% FMR','5 80 - 100% AMI','5 80 - 100% AMI','7 120% AMI +','5 80 - 100% AMI','2 30 - 50% AMI','.','1 Less than 30%','-5'
'000000002488','7600',52,5,1970,'1',1,550000,-6,'1',1,3,109660,9,'1',5172,'7',835.247159,1,'1',367.75,84.333333333,4107.3584328,6231.2156881,4771.717974,3989.0825338,63300,-9,17268,84300,37935,57600,1959.6,94736.34,42631.353,64730.88,85262.706,60631.2576,92061.696,121262.5152,0.565967536,128.6142619,7,635.04748668,4,139.9010002,3,135.48649972,7,951.43813594,4,209.60187961,3,157.40125351,7,1105.3319375,4,243.50469351,3,205.54466243,7,1443.4134093,4,317.98406247,3,131.58501709,7,924.04042941,4,203.56616318,3,'1 Adequate','-5','1960-1979','1 Single Family','4 4BR+','1 Owner','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','7 120% AMI +','7 120% AMI +','7 120% AMI +','7 120% AMI +','7 120% AMI +','.','3 Greater than 50%','-5'
'000000002491','7600',58,3,1985,'1',1,219000,-6,'1',1,1,45000,7,'1',2691,'7',826.54562204,1,'1',252.83333333,50,1758.2974184,2603.9787619,2022.8333084,1711.2021059,45000,-9,11161,84300,29505,44800,1395,94736.34,33157.719,50346.24,66315.438,49262.8968,74800.128,98525.7936,0.7176,67.857502502,4,403.18967834,4,80.64516129,2,71.384247887,4,630.15766272,4,126.04282569,3,82.124009746,5,724.96489865,4,145.00597193,3,105.71764679,6,933.24209726,4,186.66514422,3,69.472248569,4,613.2791348,4,122.66681763,3,'1 Adequate','-5','1980-1989','1 Single Family','3 3BR','1 Owner','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','2 50.1 - 100% FMR','4 60 - 80% AMI','5 80 - 100% AMI','6 100 - 120% AMI','4 60 - 80% AMI','4 60 - 80% AMI','.','3 Greater than 50%','-5'
'000000002500','7600',48,3,1960,'1',1,275000,-6,'1',1,4,86100,7,'1',580,'7',732.53079653,1,'1',188,33.333333333,2048.9708831,3110.8995107,2381.1506537,1989.8329336,82000,-9,21756,84300,42150,64000,1395,94736.34,47368.17,71923.2,94736.34,49262.8968,74800.128,98525.7936,0.0808362369,90.883815018,5,395.75289575,4,154.30107527,3,83.18515622,5,376.71830908,4,146.8796332,3,96.671158554,5,437.79199369,4,170.69180313,3,126.29787174,7,571.96166772,4,223.00354916,3,80.784243835,5,365.84536377,4,142.64035366,3,'1 Adequate','-5','1960-1979','1 Single Family','3 3BR','1 Owner','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','5 80 - 100% AMI','5 80 - 100% AMI','7 120% AMI +','5 80 - 100% AMI','5 80 - 100% AMI','.','1 Less than 30%','-5'
'000000002502','7600',56,3,1960,'1',1,242000,-6,'1',1,6,108900,7,'1',621,'7',643.63142802,1,'1',320.66666667,33.333333333,1962.3210438,2896.8182361,2254.6392419,1910.2796482,100900,-9,30180,84300,48894,74240,1395,94736.34,54947.0772,83430.912,109894.1544,49262.8968,74800.128,98525.7936,0.0684297521,99.095352792,5,360.83499006,4,195.16129032,3,79.667302219,5,260.08231197,4,140.66817518,3,91.534984273,5,298.82561192,4,161.62288472,3,117.60649187,6,383.93879869,4,207.65722123,3,77.55449932,5,253.18484403,4,136.93760919,3,'1 Adequate','-5','1960-1979','1 Single Family','3 3BR','1 Owner','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','5 80 - 100% AMI','5 80 - 100% AMI','6 100 - 120% AMI','5 80 - 100% AMI','5 80 - 100% AMI','.','1 Less than 30%','-5'
'000000002503','7600',54,3,1950,'1',1,300000,-6,'1',1,3,68316,5,'1',1458,'7',643.63142802,1,'1',234,47.166666667,2274.9530846,3433.4206784,2637.3310161,2210.4389578,65316,-9,16781,84300,37935,57600,1395,94736.34,42631.353,64730.88,85262.706,49262.8968,74800.128,98525.7936,0.2561039874,80.124128362,5,407.10327156,4,122.43010753,3,92.359695932,5,542.26877649,4,163.07907416,3,107.07169848,6,628.64692596,4,189.05598682,3,139.39174922,7,818.40669289,4,246.12334612,3,89.740518784,5,526.89087845,4,158.45440558,3,'1 Adequate','-5','1940-1959','1 Single Family','3 3BR','1 Owner','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','5 80 - 100% AMI','6 100 - 120% AMI','7 120% AMI +','5 80 - 100% AMI','5 80 - 100% AMI','.','1 Less than 30%','-5'
'000000002505','7600',53,3,1950,'1',1,650000,-6,'1',1,2,160000,7,'1',3446,'7',703.45614408,1,'1',404,162.5,4886.3705721,7396.383692,5671.5227572,4746.5899642,160000,-9,14366,84300,33720,51200,1395,94736.34,37894.536,57538.56,75789.072,49262.8968,74800.128,98525.7936,0.25845,211.11223001,7,1113.7407768,4,286.73835125,3,198.37934387,7,1360.5375392,4,350.27746037,3,230.25534938,7,1579.1515404,4,406.56077113,3,300.282126,7,2059.4135297,4,530.20671627,3,192.70446005,7,1321.6176985,4,340.2573451,3,'1 Adequate','-5','1940-1959','1 Single Family','3 3BR','1 Owner','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','7 120% AMI +','7 120% AMI +','7 120% AMI +','7 120% AMI +','7 120% AMI +','.','1 Less than 30%','-5'
'000000002515','7600',45,2,1985,'1',1,300000,-6,'1',1,1,108030,7,'1',1891,'7',775.65838761,1,'1',191,50,2234.7864179,3393.2540117,2597.1643495,2170.2722911,108000,-9,11161,84300,29505,44800,987,94736.34,33157.719,50346.24,66315.438,42631.353,64730.88,85262.706,0.2100527631,162.90324434,7,967.92402115,4,273.63221884,3,104.84238762,6,800.92694845,4,226.42212947,3,121.84292389,7,930.79987437,4,263.13721879,3,159.19053809,7,1216.1111053,4,343.79473269,3,101.81578291,6,777.80567732,4,219.88574378,3,'1 Adequate','-5','1980-1989','1 Single Family','2 2BR','1 Owner','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','6 100 - 120% AMI','7 120% AMI +','7 120% AMI +','6 100 - 120% AMI','7 120% AMI +','.','1 Less than 30%','-5'
'000000002516','7600',31,3,1985,'1',1,280000,-6,'1',1,4,74000,7,'1',1865,'7',704.75058827,1,'1',422.91666667,70,2353.7839901,3435.0204109,2692.0033928,2293.5708051,74000,-9,21756,84300,42150,64000,1395,94736.34,47368.17,71923.2,94736.34,49262.8968,74800.128,98525.7936,0.3024324324,78.111525102,5,340.13605442,4,132.61648746,3,95.560112902,5,432.76043207,4,168.73003513,3,109.29131528,6,494.94454731,4,192.97515361,3,139.45669597,7,631.55366996,4,246.23802229,3,93.115547564,5,421.68979685,4,164.41367778,3,'1 Adequate','-5','1980-1989','1 Single Family','3 3BR','1 Owner','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','5 80 - 100% AMI','6 100 - 120% AMI','7 120% AMI +','5 80 - 100% AMI','5 80 - 100% AMI','.','2 30% to 50%','-5'
'000000002517','7600',56,3,1975,'1',1,280000,-6,'1',1,2,2600,6,'1',719,'7',826.54562204,1,'1',211,50,2121.8673234,3203.1037443,2460.0867262,2061.6541384,0,-9,14366,84300,33720,51200,1395,94736.34,37894.536,57538.56,75789.072,49262.8968,74800.128,98525.7936,3.3184615385,3.4305737376,1,18.098287624,1,4.6594982079,1,86.144642772,5,590.80254027,4,152.10518447,3,99.875845148,5,684.97472537,4,176.35030295,3,130.04122584,7,891.8568131,4,229.61317163,3,83.700077434,5,574.03707042,4,147.78882713,3,'1 Adequate','-5','1960-1979','1 Single Family','3 3BR','1 Owner','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','1 LTE Poverty','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','1 LTE 50% FMR','5 80 - 100% AMI','5 80 - 100% AMI','7 120% AMI +','5 80 - 100% AMI','1 LTE 30% AMI','.','3 Greater than 50%','-5'
'000000002527','7600',17,4,1930,'1',1,555000,-6,'1',1,2,90000,8,'1',3631,'7',711.6575139,1,'1',354.91666667,138.75,4182.1715398,6325.3365883,4852.5707132,4062.8204053,90000,-9,14787,84300,33720,51200,1704,94736.34,37894.536,57538.56,75789.072,54947.0772,83430.912,109894.1544,0.4841333333,118.75062938,6,608.64272672,4,132.04225352,3,152.22544139,7,1131.3103509,4,245.4326021,3,176.62707319,7,1312.6586091,4,284.7752766,3,230.23377805,7,1711.0533816,4,371.20519884,3,147.88121998,7,1099.0249287,4,238.42842754,3,'1 Adequate','-5','-5','1 Single Family','4 4BR+','1 Owner','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','7 120% AMI +','7 120% AMI +','7 120% AMI +','7 120% AMI +','6 100 - 120% AMI','.','2 30% to 50%','-5'
'000000002529','7600',38,3,1960,'1',1,330000,-6,'1',1,3,110000,6,'1',3200,'7',664.56253137,1,'1',374.75,150,2717.9150597,3992.2294129,3116.5307844,2646.9495203,110000,-9,17268,84300,37935,57600,1395,94736.34,42631.353,64730.88,85262.706,49262.8968,74800.128,98525.7936,0.3490909091,129.01302945,7,637.01644661,4,197.13261649,3,110.34329023,6,629.58421582,4,194.83262077,3,126.52649303,7,721.92049674,4,223.40722469,3,162.07854885,7,924.76937986,4,286.18131992,3,107.46219537,6,613.14559191,4,189.74548532,3,'1 Adequate','-5','1960-1979','1 Single Family','3 3BR','1 Owner','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','6 100 - 120% AMI','7 120% AMI +','7 120% AMI +','6 100 - 120% AMI','7 120% AMI +','.','2 30% to 50%','-5'
'000000002530','7600',56,3,1950,'1',1,450000,-6,'1',1,2,89000,5,'1',817,'7',664.56253137,1,'1',288,112.5,3391.1796269,5128.8810175,3934.7465242,3294.4084367,84000,-9,14366,84300,33720,51200,1395,94736.34,37894.536,57538.56,75789.072,49262.8968,74800.128,98525.7936,0.1101573034,117.43117794,6,619.51830711,4,159.49820789,3,137.67682565,7,944.223758,4,243.09531375,3,159.74482947,7,1095.5719126,4,282.06068274,3,208.22490559,7,1428.0609822,4,367.66172169,3,133.74805993,7,917.27925288,4,236.15831088,3,'1 Adequate','-5','1940-1959','1 Single Family','3 3BR','1 Owner','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','7 120% AMI +','7 120% AMI +','7 120% AMI +','7 120% AMI +','6 100 - 120% AMI','.','1 Less than 30%','-5'
'000000002531','7600',59,3,1950,'1',1,300000,-6,'1',1,1,63000,7,'1',1217,'7',664.56253137,1,'1',258.91666667,75,2327.7030846,3486.1706784,2690.0810161,2263.1889578,63000,-9,11161,84300,29505,44800,1395,94736.34,33157.719,50346.24,66315.438,49262.8968,74800.128,98525.7936,0.2318095238,95.000503503,5,564.46554968,4,112.90322581,3,94.501267111,5,834.22742929,4,166.86043617,3,109.21326966,6,964.10035522,4,192.83734883,3,141.5333204,7,1249.4115862,4,249.90470813,3,91.882089963,5,811.10615816,4,162.23576759,3,'1 Adequate','-5','1940-1959','1 Single Family','3 3BR','1 Owner','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','5 80 - 100% AMI','6 100 - 120% AMI','7 120% AMI +','5 80 - 100% AMI','5 80 - 100% AMI','.','1 Less than 30%','-5'
'000000002532','7600',47,3,1970,'1',1,200000,-6,'1',1,4,153000,7,'1',2552,'7',664.56253137,1,'1',235,76.833333333,1641.0242786,2413.3360078,1882.6095663,1598.0148608,153000,-9,22490,84300,42150,64000,1395,94736.34,47368.17,71923.2,94736.34,49262.8968,74800.128,98525.7936,0.2001568627,161.50085595,7,680.3023566,4,274.19354839,3,66.623133644,4,291.86736836,4,117.636149,3,76.431135341,5,334.83496066,4,134.95409078,3,97.977835838,5,429.22828062,4,172.99899697,3,64.877015546,4,284.21784985,4,114.55303661,3,'1 Adequate','-5','1960-1979','1 Single Family','3 3BR','1 Owner','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','4 60 - 80% AMI','5 80 - 100% AMI','5 80 - 100% AMI','4 60 - 80% AMI','7 120% AMI +','.','1 Less than 30%','-5'
'000000002533','7600',43,3,1985,'1',1,200000,-6,'1',1,3,78600,6,'1',1686,'7',643.63142802,1,'1',261,41.666666667,1631.8576119,2404.1693411,1873.4428996,1588.8481941,71200,-9,17285,84300,37935,57600,1395,94736.34,42631.353,64730.88,85262.706,49262.8968,74800.128,98525.7936,0.2574045802,92.185673769,5,454.72953428,4,140.86021505,3,66.250980675,4,377.63554803,4,116.97904028,3,76.058982372,5,433.54189173,4,134.29698205,3,97.605682869,5,556.35969711,4,172.34188825,3,64.504862576,4,367.68254419,4,113.89592789,3,'1 Adequate','-5','1980-1989','1 Single Family','3 3BR','1 Owner','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','4 60 - 80% AMI','5 80 - 100% AMI','5 80 - 100% AMI','4 60 - 80% AMI','5 80 - 100% AMI','.','1 Less than 30%','-5'
'000000002536','7600',50,3,1975,'1',1,-6,-6,'2',1,2,35800,6,'1',1741,'7',836.28301191,1,'2',262.41666667,28.583333333,1741,1741,1741,1741,34000,0,14366,84300,33720,51200,1395,94736.34,37894.536,57538.56,75789.072,49262.8968,74800.128,98525.7936,0.583575419,47.236361464,2,249.19949882,4,64.157706093,2,70.681998546,4,484.75567312,4,124.80286738,3,70.681998546,4,484.75567312,4,124.80286738,3,70.681998546,4,484.75567312,4,124.80286738,3,70.681998546,4,484.75567312,4,124.80286738,3,'1 Adequate','-5','1960-1979','1 Single Family','3 3BR','2 Renter','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','2 50.1 - 100% FMR','4 60 - 80% AMI','4 60 - 80% AMI','4 60 - 80% AMI','4 60 - 80% AMI','2 30 - 50% AMI','0 Not Assisted','3 Greater than 50%','-5'
'000000002538','7600',17,3,1960,'1',1,200000,-6,'1',1,2,2500,6,'1',1715,'7',766.2278905,1,'1',248.33333333,50,1627.5242786,2399.8360078,1869.1095663,1584.5148608,0,-9,14787,84300,33720,51200,1395,94736.34,37894.536,57538.56,75789.072,49262.8968,74800.128,98525.7936,8.232,3.2986285938,1,16.906742409,1,4.4802867384,1,66.075053816,4,440.25813988,4,116.66840707,3,75.883055514,4,505.60886355,4,133.98634884,3,97.429756011,5,649.17454732,4,172.03125504,3,64.328935718,4,428.6237535,4,113.58529468,3,'1 Adequate','-5','1960-1979','1 Single Family','3 3BR','1 Owner','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','1 LTE Poverty','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','1 LTE 50% FMR','4 60 - 80% AMI','4 60 - 80% AMI','5 80 - 100% AMI','4 60 - 80% AMI','1 LTE 30% AMI','.','3 Greater than 50%','-5'
'000000002545','7600',54,4,1970,'1',1,296000,-6,'1',1,4,67536,6,'1',1236,'7',729.09838226,1,'1',420,38.833333333,2426.0359323,3569.0572915,2783.5821581,2362.3819939,37150,-9,22490,84300,42150,64000,1704,94736.34,47368.17,71923.2,94736.34,54947.0772,83430.912,109894.1544,0.2196162047,71.288377828,4,300.29346376,4,99.084507042,2,88.304457888,5,431.48704888,4,142.37300072,3,101.31866152,6,495.07908549,4,163.35576045,3,129.90890411,7,634.78119903,4,209.45171899,3,85.987539804,5,420.16576148,4,138.63744096,3,'1 Adequate','-5','1960-1979','1 Single Family','4 4BR+','1 Owner','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','2 50.1 - 100% FMR','5 80 - 100% AMI','6 100 - 120% AMI','7 120% AMI +','5 80 - 100% AMI','4 60 - 80% AMI','.','1 Less than 30%','-5'
'000000002549','7600',70,4,1950,'1',1,300000,-6,'1',1,2,25280,7,'1',1167,'7',826.54562204,1,'1',664,75,2732.7864179,3891.2540117,3095.1643495,2668.2722911,0,-9,12968,84300,33720,51200,1704,94736.34,37894.536,57538.56,75789.072,54947.0772,83430.912,109894.1544,0.5539556962,33.355732341,2,194.9413942,3,37.089201878,1,99.469764623,5,842.93226956,4,160.37478978,3,112.65983587,6,954.70831261,4,181.64110032,3,141.63643309,7,1200.2634213,4,228.35997721,3,97.121536836,5,823.03278567,4,156.58874948,3,'1 Adequate','-5','1940-1959','1 Single Family','4 4BR+','1 Owner','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','3 150-200% Poverty','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','1 LTE 50% FMR','5 80 - 100% AMI','6 100 - 120% AMI','7 120% AMI +','5 80 - 100% AMI','2 30 - 50% AMI','.','3 Greater than 50%','-5'
'000000002550','7600',24,3,1960,'1',1,300000,-6,'1',1,2,118000,6,'1',2581,'7',664.56253137,1,'1',202,83.333333333,2279.1197512,3437.587345,2641.4976828,2214.6056245,117000,-9,14366,84300,33720,51200,1395,94736.34,37894.536,57538.56,75789.072,49262.8968,74800.128,98525.7936,0.2624745763,155.69526963,7,821.38382292,4,211.46953405,3,92.528856372,5,634.58715056,4,163.37775995,3,107.24085892,6,735.48592031,4,189.3546726,3,139.56090966,7,957.14530002,4,246.4220319,3,89.909679225,5,616.62414715,4,158.75309136,3,'1 Adequate','-5','1960-1979','1 Single Family','3 3BR','1 Owner','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','5 80 - 100% AMI','6 100 - 120% AMI','7 120% AMI +','5 80 - 100% AMI','7 120% AMI +','.','1 Less than 30%','-5'
'000000002551','7600',31,3,1940,'1',1,-6,-6,'2',1,3,9600,6,'1',504,'7',729.09838226,1,'2',128,0,504,504,504,504,8800,1,17285,84300,37935,57600,1395,94736.34,42631.353,64730.88,85262.706,49262.8968,74800.128,98525.7936,0.63,11.259318934,1,55.539485103,1,17.204301075,1,20.461646908,1,116.63291872,2,36.129032258,1,20.461646908,1,116.63291872,2,36.129032258,1,20.461646908,1,116.63291872,2,36.129032258,1,20.461646908,1,116.63291872,2,36.129032258,1,'1 Adequate','-5','1940-1959','1 Single Family','3 3BR','2 Renter','2 100-150% Poverty','2 100-150% Poverty','2 100-150% Poverty','2 100-150% Poverty','1 LTE Poverty','1 LTE 50% FMR','1 LTE 50% FMR','1 LTE 50% FMR','1 LTE 50% FMR','1 LTE 50% FMR','1 LTE 30% AMI','1 LTE 30% AMI','1 LTE 30% AMI','1 LTE 30% AMI','1 LTE 30% AMI','1 Assisted','3 Greater than 50%','-5'
'000000002556','7600',68,3,1975,'1',1,200000,-6,'1',1,1,44096,7,'1',585,'7',755.56732854,1,'1',182.66666667,69.166666667,1581.0242786,2353.3360078,1822.6095663,1538.0148608,0,-9,10289,84300,29505,44800,1395,94736.34,33157.719,50346.24,66315.438,49262.8968,74800.128,98525.7936,0.1591981132,66.494320674,4,428.57420546,4,79.025089606,2,64.187223298,4,614.64642963,4,113.33507374,3,73.995224995,4,708.56626157,4,130.65301551,3,95.541925492,5,914.89396746,4,168.69792171,3,62.4411052,4,597.92588619,4,110.25196135,3,'1 Adequate','-5','1960-1979','1 Single Family','3 3BR','1 Owner','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','2 50.1 - 100% FMR','4 60 - 80% AMI','4 60 - 80% AMI','5 80 - 100% AMI','4 60 - 80% AMI','4 60 - 80% AMI','.','1 Less than 30%','-5'
'000000002563','7600',83,3,1950,'1',1,201000,-6,'1',1,2,41300,6,'1',1747,'7',643.63142802,1,'1',249.58333333,191.66666667,1777.0869,2553.2601878,2019.8801141,1733.8624351,0,-9,12968,84300,33720,51200,1395,94736.34,37894.536,57538.56,75789.072,49262.8968,74800.128,98525.7936,0.5076029056,54.49334437,3,318.47624923,4,74.014336918,2,72.147072764,4,548.14524985,4,127.38974194,3,82.00411447,5,623.03519869,4,144.79427342,3,103.65854847,6,787.55712148,4,183.02940415,3,70.392224075,4,534.81259564,4,124.29121398,3,'1 Adequate','-5','1940-1959','1 Single Family','3 3BR','1 Owner','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','2 50.1 - 100% FMR','4 60 - 80% AMI','5 80 - 100% AMI','6 100 - 120% AMI','4 60 - 80% AMI','3 50 - 60% AMI','.','3 Greater than 50%','-5'
